@ref,@id,@form,@lemma,@postag
Leuven|0032-002|46|1,1,ὅσα,ὅσος,p-p---na-
Leuven|0032-002|46|2,2,μὲν,μέν,d--------
Leuven|0032-002|46|3,3,οὖν,οὖν,d--------
Leuven|0032-002|46|4,4,μὴ,μή,d--------
Leuven|0032-002|46|5,5,φανερὸς,φανερός,a-s---mn-
Leuven|0032-002|46|6,6,ἦν,εἰμί,v3siia---
Leuven|0032-002|46|7,7,ὅπως,ὅπως,c--------
Leuven|0032-002|46|8,8,ἐγίγνωσκεν,γιγνώσκω,v3siia---
Leuven|0032-002|46|9,9,",",",",u--------
Leuven|0032-002|46|10,10,οὐδὲν,οὐδείς,p-s---na-
Leuven|0032-002|46|11,11,θαυμαστὸν,θαυμαστός,a-s---nn-
Leuven|0032-002|46|12,12,ὑπὲρ,ὑπέρ,r--------
Leuven|0032-002|46|13,13,τούτων,οὗτος,p-p---ng-
Leuven|0032-002|46|14,14,περὶ,περί,r--------
Leuven|0032-002|46|15,15,αὐτοῦ,αὐτός,p-s---mg-
Leuven|0032-002|46|16,16,παραγνῶναι,παραγιγνώσκω,v--ana---
Leuven|0032-002|46|17,17,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|46|18,18,δικαστάς,δικαστής,n-p---ma-
Leuven|0032-002|46|19,19,·,·,u--------
"""""",20,[0],"""""",""""""
