@ref,@id,@form,@lemma,@postag
Leuven|0032-002|179|1,1,ὅσα,ὅσος,p-p---na-
Leuven|0032-002|179|2,2,δὲ,δέ,d--------
Leuven|0032-002|179|3,3,οἱ,ὁ,l-p---mn-
Leuven|0032-002|179|4,4,ὀλίγοι,ὀλίγος,a-p---mn-
Leuven|0032-002|179|5,5,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|179|6,6,πολλοὺς,πολύς,a-p---ma-
Leuven|0032-002|179|7,7,μὴ,μή,d--------
Leuven|0032-002|179|8,8,πείσαντες,πείθω,v-papamn-
Leuven|0032-002|179|9,9,",",",",u--------
Leuven|0032-002|179|10,10,ἀλλὰ,ἀλλά,c--------
Leuven|0032-002|179|11,11,κρατοῦντες,κρατέω,v-pppamn-
Leuven|0032-002|179|12,12,γράφουσι,γράφω,v3ppia---
Leuven|0032-002|179|13,13,",",",",u--------
Leuven|0032-002|179|14,14,πότερον,πότερος,p-s---na-
Leuven|0032-002|179|15,15,βίαν,βία,n-s---fa-
Leuven|0032-002|179|16,16,φῶμεν,φημί,v1ppsa---
Leuven|0032-002|179|17,17,ἢ,ἤ,c--------
Leuven|0032-002|179|18,18,μὴ,μή,d--------
Leuven|0032-002|179|19,19,φῶμεν,φημί,v1ppsa---
Leuven|0032-002|179|20,20,εἶναι,εἰμί,v--pna---
Leuven|0032-002|179|21,21,;,;,u--------
"""""",22,[0],"""""",""""""
