@ref,@id,@form,@lemma,@postag
Leuven|0032-002|198|1,1,ἀναπείθοντα,ἀναπείθω,v-sppama-
Leuven|0032-002|198|2,2,οὖν,οὖν,d--------
Leuven|0032-002|198|3,3,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|198|4,4,νέους,νέος,a-p---ma-
Leuven|0032-002|198|5,5,αὐτόν,αὐτός,p-s---ma-
Leuven|0032-002|198|6,6,",",",",u--------
Leuven|0032-002|198|7,7,ὡς,ὡς,c--------
Leuven|0032-002|198|8,8,αὐτὸς,αὐτός,p-s---mn-
Leuven|0032-002|198|9,9,εἴη,εἰμί,v3spoa---
Leuven|0032-002|198|10,10,σοφώτατός,σοφός,a-s---mns
Leuven|0032-002|198|11,11,τε,τε,c--------
Leuven|0032-002|198|12,12,καὶ,καί,c--------
Leuven|0032-002|198|13,13,ἄλλους,ἄλλος,p-p---ma-
Leuven|0032-002|198|14,14,ἱκανώτατος,ἱκανός,a-s---mns
Leuven|0032-002|198|15,15,ποιῆσαι,ποιέω,v--ana---
Leuven|0032-002|198|16,16,σοφούς,σοφός,a-p---ma-
Leuven|0032-002|198|17,17,",",",",u--------
Leuven|0032-002|198|18,18,οὕτω,οὕτως,d--------
Leuven|0032-002|198|19,19,διατιθέναι,διατίθημι,v--pna---
Leuven|0032-002|198|20,20,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|198|21,21,ἑαυτῷ,ἑαυτοῦ,p-s---md-
Leuven|0032-002|198|22,22,συνόντας,σύνειμι,v-pppama-
Leuven|0032-002|198|23,23,",",",",u--------
Leuven|0032-002|198|24,24,ὥστε,ὥστε,c--------
Leuven|0032-002|198|25,25,μηδαμοῦ,μηδαμοῦ,d--------
Leuven|0032-002|198|26,26,παρ’,παρά,r--------
Leuven|0032-002|198|27,27,αὐτοῖς,αὐτός,p-p---md-
Leuven|0032-002|198|28,28,τοὺς,ὁ,l-p---ma-
Leuven|0032-002|198|29,29,ἄλλους,ἄλλος,p-p---ma-
Leuven|0032-002|198|30,30,εἶναι,εἰμί,v--pna---
Leuven|0032-002|198|31,31,πρὸς,πρός,r--------
Leuven|0032-002|198|32,32,ἑαυτόν,ἑαυτοῦ,p-s---ma-
Leuven|0032-002|198|33,33,.,.,u--------
"""""",34,[0],"""""",""""""
