,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0059-003|60|1,1,εἷς,εἷς,m-s---mn-,SBJ
1,Leuven|0059-003|60|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0059-003|60|3,3,καὶ,καί,d--------,AuxZ
3,Leuven|0059-003|60|4,4,κεκόμικεν,κομίζω,v3sria---,PRED_CO
4,Leuven|0059-003|60|5,5,ἐπ’,ἐπί,r--------,AuxP
5,Leuven|0059-003|60|6,6,αὐτὸ,αὐτός,p-s---na-,ATR
6,Leuven|0059-003|60|7,7,τοῦτο,οὗτος,p-s---na-,ADV
7,Leuven|0059-003|60|8,8,ἀργύριον,ἀργύριον,n-s---na-,OBJ
8,Leuven|0059-003|60|9,9,ἱκανόν,ἱκανός,a-s---na-,ATR
10,Leuven|0059-003|60|11,11,Σιμμίας,Σιμμίας,n-s---mn-,APOS
11,Leuven|0059-003|60|12,12,ὁ,ὁ,l-s---mn-,ATR
12,Leuven|0059-003|60|13,13,Θηβαῖος,Θηβαῖος,a-s---mn-,ATR
14,Leuven|0059-003|60|15,15,ἕτοιμος,ἑτοῖμος,a-s---mn-,PNOM
15,Leuven|0059-003|60|16,16,δὲ,δέ,d--------,COORD
16,Leuven|0059-003|60|17,17,καὶ,καί,c--------,AuxY
17,Leuven|0059-003|60|18,18,Κέβης,Κέβης,n-s---mn-,SBJ_CO
18,Leuven|0059-003|60|19,19,καὶ,καί,c--------,COORD
19,Leuven|0059-003|60|20,20,ἄλλοι,ἄλλος,p-p---mn-,SBJ_CO
20,Leuven|0059-003|60|21,21,πολλοὶ,πολύς,a-p---mn-,ATR
21,Leuven|0059-003|60|22,22,πάνυ,πάνυ,d--------,ADV
