,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0059-003|71|1,1,τῆς,ὁ,l-s---fg-,ATR
1,Leuven|0059-003|71|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|0059-003|71|3,3,ἐπιούσης,ἐπέρχομαι,v-sppafg-,ATR
3,Leuven|0059-003|71|4,4,νυκτὸς,νύξ,n-s---fg-,ADV
4,Leuven|0059-003|71|5,5,πάντα,πᾶς,a-p---na-,ATR
5,Leuven|0059-003|71|6,6,ταῦτα,οὗτος,p-p---na-,SBJ
6,Leuven|0059-003|71|7,7,δεῖ,δέω,v3spia---,PRED_CO
7,Leuven|0059-003|71|8,8,πεπρᾶχθαι,πράσσω,v--rne---,SBJ
9,Leuven|0059-003|71|10,10,εἰ,εἰ,c--------,AuxC
10,Leuven|0059-003|71|11,11,δ’,δέ,d--------,COORD
11,Leuven|0059-003|71|12,12,ἔτι,ἔτι,d--------,ADV
12,Leuven|0059-003|71|13,13,περιμενοῦμεν,περιμένω,v1pfia---,ADV
14,Leuven|0059-003|71|15,15,ἀδύνατον,ἀδύνατος,a-s---nn-,PNOM_CO
15,Leuven|0059-003|71|16,16,καὶ,καί,c--------,COORD
16,Leuven|0059-003|71|17,17,οὐκέτι,οὐκέτι,d--------,AuxZ
17,Leuven|0059-003|71|18,18,οἷόν,οἷος,p-s---nn-,PNOM_CO
18,Leuven|0059-003|71|19,19,τε,τε,c--------,MWE
