,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0059-003|189|1,1,ἢ,ἤ,c--------,AuxY
1,Leuven|0059-003|189|2,2,ἐροῦμεν,λέγω,v1pfia---,PRED
2,Leuven|0059-003|189|3,3,πρὸς,πρός,r--------,AuxP
3,Leuven|0059-003|189|4,4,αὐτοὺς,αὐτός,p-p---ma-,OBJ
4,Leuven|0059-003|189|5,5,ὅτι,ὅτι,c--------,AuxC
5,Leuven|0059-003|189|6,6,ἠδίκει,ἀδικέω,v3siia---,OBJ_CO
6,Leuven|0059-003|189|7,7,γὰρ,γάρ,d--------,AuxY
7,Leuven|0059-003|189|8,8,ἡμᾶς,ἐγώ,p1p---ca-,OBJ
8,Leuven|0059-003|189|9,9,ἡ,ὁ,l-s---fn-,ATR
9,Leuven|0059-003|189|10,10,πόλις,πόλις,n-s---fn-,SBJ
10,Leuven|0059-003|189|11,11,καὶ,καί,c--------,COORD
11,Leuven|0059-003|189|12,12,οὐκ,οὐ,d--------,AuxZ
12,Leuven|0059-003|189|13,13,ὀρθῶς,ὀρθός,d--------,ADV
13,Leuven|0059-003|189|14,14,τὴν,ὁ,l-s---fa-,ATR
14,Leuven|0059-003|189|15,15,δίκην,δίκη,n-s---fa-,OBJ
15,Leuven|0059-003|189|16,16,ἔκρινεν,κρίνω,v3siia---,OBJ_CO
