@id,@form,@lemma,@postag,@relation
1,καταπλευσάντων,καταπλέω,v-papamg-,ADV_CO
2,δὲ,δέ,d--------,AuxY
3,τῶν,ὁ,l-p---mg-,ATR
4,Ἀθηναίων,Ἀθήναιος,n-p---mg-,SBJ
5,εἰς,εἰς,r--------,AuxP_CO
6,τὴν,ὁ,l-s---fa-,ATR
7,Αἴγυπτον,Αἴγυπτος,n-s---fa-,OBJ
8,μετὰ,μετά,r--------,AuxP_CO
9,διακοσίων,διακόσιοι,a-p---fg-,ATR
10,νεῶν,ναῦς,n-p---fg-,ADV
11,",",punc1,u--------,AuxX
12,καὶ,καί,c--------,COORD
13,μετὰ,μετά,r--------,AuxP_CO
14,τῶν,ὁ,l-p---mg-,ATR
15,Αἰγυπτίων,Αἰγύπτιος,n-p---mg-,ADV
16,παραταξαμένων,παρατάσσω,v-papmmg-,ADV_CO
17,πρὸς,πρός,r--------,AuxP_CO
18,τοὺς,ὁ,l-p---ma-,ATR
19,Πέρσας,Πέρσης,n-p---ma-,ADV
20,",",punc1,u--------,AuxX
21,ἐγένετο,γίγνομαι,v3saim---,PRED
22,μάχη,μάχη,n-s---fn-,SBJ
23,καρτερά,καρτερός,a-s---fn-,ATR
24,.,punc1,u--------,AuxK
