@ref,@id,@form,@lemma,@postag,@relation
Leuven|Genesis|503|1,1,εὐλογημένος,εὐλογέω,v-srpemn-,PNOM
Leuven|Genesis|503|2,2,Αβραμ,Αβραμ,n-s---mn-,SBJ
Leuven|Genesis|503|3,3,τῷ,ὁ,l-s---md-,ATR
Leuven|Genesis|503|4,4,θεῷ,θεός,n-s---md-,ADV
Leuven|Genesis|503|5,5,τῷ,ὁ,l-s---md-,ATR
Leuven|Genesis|503|6,6,ὑψίστῳ,ὕψιστος,a-s---md-,ATR
Leuven|Genesis|503|7,7,",",",",u--------,AuxX
Leuven|Genesis|503|8,8,ὅς,ὅς,p-s---mn-,SBJ
Leuven|Genesis|503|9,9,ἔκτισεν,κτίζω,v3saia---,ATR
Leuven|Genesis|503|10,10,τόν,ὁ,l-s---ma-,ATR
Leuven|Genesis|503|11,11,οὐρανόν,οὐρανός,n-s---ma-,OBJ_CO
Leuven|Genesis|503|12,12,καί,καί,b--------,COORD
Leuven|Genesis|503|13,13,τήν,ὁ,l-s---fa-,ATR
Leuven|Genesis|503|14,14,γῆν,γῆ,n-s---fa-,OBJ_CO
Leuven|Genesis|503|15,15,",",",",u--------,AuxX
Leuven|Genesis|503|16,16,καί,καί,b--------,COORD
Leuven|Genesis|503|17,17,εὐλογητός,εὐλογητός,a-s---mn-,PNOM
Leuven|Genesis|503|18,18,ὁ,ὁ,l-s---mn-,ATR
Leuven|Genesis|503|19,19,θεός,θεός,n-s---mn-,SBJ
Leuven|Genesis|503|20,20,ὁ,ὁ,l-s---mn-,ATR
Leuven|Genesis|503|21,21,ὕψιστος,ὕψιστος,a-s---mn-,ATR
Leuven|Genesis|503|22,22,",",",",u--------,AuxX
Leuven|Genesis|503|23,23,ὅς,ὅς,p-s---mn-,SBJ
Leuven|Genesis|503|24,24,παρέδωκεν,παραδίδωμι,v3saia---,ATR
Leuven|Genesis|503|25,25,τούς,ὁ,l-p---ma-,ATR
Leuven|Genesis|503|26,26,ἐχθρούς,ἐχθρός,a-p---ma-,OBJ
Leuven|Genesis|503|27,27,σου,σύ,p2s---cg-,ATR
Leuven|Genesis|503|28,28,ὑποχειρίους,ὑποχείριος,a-p---ma-,OCOMP
Leuven|Genesis|503|29,29,σοι,σύ,p2s---cd-,OBJ
Leuven|Genesis|503|30,30,.,.,u--------,AuxK
Leuven|Genesis|503|31,31,[0],,,PRED_CO
Leuven|Genesis|503|32,32,[1],,,PRED_CO
