@id,@form,@lemma,@postag
1,ἀλλὰ,ἀλλά,d--------
2,μὴν,μήν,d--------
3,οὐδὲ,οὐδέ,d--------
4,τῶν,ὁ,l-p---mg-
5,Ὀδυσσέως,Ὀδυσσεύς,n-s---mg-
6,ἑταίρων,ἑταῖρος,n-p---mg-
7,ἔχοις,ἔχω,v2spoa---
8,ἂν,ἄν1,d--------
9,οὕτως,οὕτως,d--------
10,εὐρύθμως,εὔρυθμος,d--------
11,καταλέξαι,καταλέγω,v--ana---
12,τὰς,ὁ,l-p---fa-
13,προσηγορίας,προσηγορία,n-p---fa-
14,καὶ,καί,d--------
15,τίνες,τις,p-p---mn-
16,οἱ,ὁ,l-p---mn-
17,ὑπὸ,ὑπό,r--------
18,τοῦ,ὁ,l-s---mg-
19,Κύκλωπος,Κύκλωψ,n-s---mg-
20,αὐτῶν,αὐτός,p-p---mg-
21,καταβρωθέντες,καταβιβρώσκω,v-pappmn-
22,ἢ,ἤ1,c--------
23,ὑπὸ,ὑπό,r--------
24,τῶν,ὁ,l-p---mg-
25,Λαιστρυγόνων,Λαιστρυγών,n-p---mg-
26,καὶ,καί,c--------
27,εἰ,εἰ,c--------
28,ὄντως,ὄντως,d--------
29,κατεβρώθησαν,καταβιβρώσκω,v3paip---
30,:,punc1,u--------
31,[0],,
