@ref,@id,@form,@lemma,@postag
Leuven|0093-009|232|1,1,καὶ,καί,c--------
Leuven|0093-009|232|2,2,οὔτε,οὔτε,c--------
Leuven|0093-009|232|3,3,ᾆσαι,ἀείδω,v--ana---
Leuven|0093-009|232|4,4,οὔτε,οὔτε,c--------
Leuven|0093-009|232|5,5,ῥῆσιν,ῥῆσις,n-s---fa-
Leuven|0093-009|232|6,6,εἰπεῖν,λέγω,v--ana---
Leuven|0093-009|232|7,7,οὔτε,οὔτε,c--------
Leuven|0093-009|232|8,8,ὀρχήσασθαι,ὀρχέομαι,v--anm---
Leuven|0093-009|232|9,9,ἂν,ἄν1,d--------
Leuven|0093-009|232|10,10,ἠθέλησε,ἐθέλω,v3saia---
Leuven|0093-009|232|11,11,.,.,u--------
