@id,@form,@lemma,@postag,@relation
1,ἐπεὶ,ἐπεί,c--------,AuxP
2,δὲ,δέ,d--------,AuxY
3,φανερὸν,φανερός,a-s---nn-,PNOM
4,ἐξ,ἐκ,r--------,AuxP
5,ὧν,ὅς,a-p---ng_,ATR
6,μορίων,μόριον,n-p---ng-,ADV
7,ἡ,ὁ,l-s---fn-,ATR
8,πόλις,πόλις,n-s---fn-,SBJ
9,συνέστηκεν,συνίστημι,v3plia---,SBJ
10,",",punc1,u--------,AuxX
11,ἀναγκαῖον,ἀναγκαῖος,a-s---nn-,PNOM
12,πρῶτον,πρῶτος,a-s---na-,ADV
13,περὶ,περί,r--------,AuxP
14,οἰκονομίας,οἰκονομία,n-s---fg-,ADV
15,εἰπεῖν,εἶπον,v--ana---,SBJ
16,:,punc1,u--------,AuxK
17,ἐστιν,εἰμί,v3spia---,PRED
18,ἐστιν,εἰμί,v3spia---,ADV
