,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0585-001|240|1,1,τὸν,ὁ,l-s---ma-,ATR
1,Leuven|0585-001|240|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0585-001|240|3,3,πεμφθέντα,πέμπω,v-sappma-,OBJ
3,Leuven|0585-001|240|4,4,εἰς,εἰς,r--------,AuxP
4,Leuven|0585-001|240|5,5,Ῥώμην,Ῥώμη,n-s---fa-,OBJ
5,Leuven|0585-001|240|6,6,εἴ,εἰ,c--------,AuxC
6,Leuven|0585-001|240|7,7,τις,τις,p-s---cn-,SBJ
7,Leuven|0585-001|240|8,8,ἀπιστεῖ,ἀπιστέω,v3spia---,ADV
9,Leuven|0585-001|240|10,10,δύναται,δύναμαι,v3spie---,PRED
10,Leuven|0585-001|240|11,11,ἱστορῆσαι,ἱστορέω,v--ana---,OBJ
11,Leuven|0585-001|240|12,12,·,·,u--------,AuxK
