,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0585-001|78|1,1,αἲ,αἴ,d--------,AuxY
1,Leuven|0585-001|78|2,2,αἲ,αἴ,d--------,AuxY
2,Leuven|0585-001|78|3,3,πατρίδ’,πατρίς,n-s---fa-,OBJ_CO
3,Leuven|0585-001|78|4,4,ἐμὴν,ἐμός,a-s---fa-,ATR
4,Leuven|0585-001|78|5,5,αἰεὶ,ἀεί,d--------,ADV
5,Leuven|0585-001|78|6,6,στένω,στένω,v1spia---,PRED
6,Leuven|0585-001|78|7,7,αἰνὰ,αἰνός,a-p---na-,OBJ
7,Leuven|0585-001|78|8,8,παθοῦσαν,πάσχω,v-sapafa-,ATR
8,Leuven|0585-001|78|9,9,μητέρα,μήτηρ,n-s---fa-,OBJ_CO
9,Leuven|0585-001|78|10,10,τ’,τε,c--------,COORD
10,Leuven|0585-001|78|11,11,αἰνοτάτην,αἰνός,a-s---fas,ATR
12,Leuven|0585-001|78|13,13,ἣν,ὅς,p-s---fa-,OBJ
13,Leuven|0585-001|78|14,14,ὕστερον,ὕστερον,d-------c,ADV
14,Leuven|0585-001|78|15,15,ἔκλυσεν,ἐκλύω,v3saia---,ATR
15,Leuven|0585-001|78|16,16,αἰών,αἰών,n-s---mn-,SBJ
