@ref,@id,@form,@lemma,@postag
Leuven|0062-014|45|1,1,ἀλλὰ,ἀλλά,d--------
Leuven|0062-014|45|2,2,μεταβήσομαι,μεταβαίνω,v1sfim---
Leuven|0062-014|45|3,3,πάλιν,πάλιν,d--------
Leuven|0062-014|45|4,4,ἐπ’,ἐπί,r--------
Leuven|0062-014|45|5,5,ἐκεῖνο,ἐκεῖνος,p-s---na-
Leuven|0062-014|45|6,6,καὶ,καί,b--------
Leuven|0062-014|45|7,7,τοῖς,ὁ,l-p---md-
Leuven|0062-014|45|8,8,ἀνθρώποις,ἄνθρωπος,n-p---md-
Leuven|0062-014|45|9,9,συναγορεύσω,συναγορεύω,v1sfia---
Leuven|0062-014|45|10,10,ὑπὲρ,ὑπέρ,r--------
Leuven|0062-014|45|11,11,ὧν,ὅς,p-p---ng-
Leuven|0062-014|45|12,12,εἰς,εἰς,r--------
Leuven|0062-014|45|13,13,αὐτοὺς,αὐτός,p-p---ma-
Leuven|0062-014|45|14,14,πλημμελεῖ,πλημμελέω,v3spia---
Leuven|0062-014|45|15,15,·,·,u--------
