@id,@form,@lemma,@postag
1,ἦν,εἰμί,v3siia---
2,δὲ,δέ,d--------
3,περὶ,περί,r--------
4,τὰς,ὁ,l-p---fa-
5,τροφοὺς,τροφός,n-p---ma-
6,ἐπιμέλειά,ἐπιμέλεια,n-s---fn-
7,τις,τις,a-s---fn-
8,μετὰ,μετά,r--------
9,τέχνης,τέχνη,n-s---fg-
10,",",punc1,u--------
11,ὥστ᾽,ὥστε,c--------
12,ἄνευ,ἄνευ,r--------
13,σπαργάνων,σπάργανον,n-p---ng-
14,ἐκτρεφούσας,ἐκτρέφω,v-pppafa-
15,τὰ,ὁ,l-p---na-
16,βρέφη,βρέφος,n-p---na-
17,τοῖς,ὁ,l-p---md-
18,μέλεσι,μέλος,n-p---nd-
19,καὶ,καί,c--------
20,τοῖς,ὁ,l-p---md-
21,εἴδεσιν,εἶδος,n-p---nd-
22,ἐλευθέρια,ἐλευθέρια,n-p---na-
23,ποιεῖν,ποιέω,v--pna---
24,",",punc1,u--------
25,ἔτι,ἔτι,d--------
26,δὲ,δέ,c--------
27,εὔκολα,εὔκολος,a-p---na-
28,ταῖς,ὁ,l-p---fd-
29,διαίταις,δίαιτα,n-p---fd-
30,καὶ,καί,d--------
31,ἄσικχα,ἄσικχος,a-p---na-
32,καὶ,καί,d--------
33,ἀθαμβῆ,ἀθαμβής,a-p---na-
34,σκότου,σκότος,n-s---mg-
35,καὶ,καί,d--------
36,πρὸς,πρός,r--------
37,ἐρημίαν,ἐρημία,n-s---fa-
38,ἄφοβα,ἄφοβος,a-p---na-
39,καὶ,καί,c--------
40,ἄπειρα,ἄπειρος1,a-p---na-
41,δυσκολίας,δυσκολία,n-s---fg-
42,ἀγεννοῦς,ἀγεννής,a-s---fg-
43,καὶ,καί,c--------
44,κλαυθμυρισμῶν,κλαυθμυρισμός,n-p---mg-
45,.,punc1,u--------
