,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0093-009|60|1,1,καὶ,καί,c--------,AuxY
1,Leuven|0093-009|60|2,2,τοῖς,ὁ,l-p---md-,ATR
2,Leuven|0093-009|60|3,3,μὲν,μέν,d--------,AuxY
3,Leuven|0093-009|60|4,4,φίλοις,φίλος,a-p---md-,OBJ_CO
4,Leuven|0093-009|60|5,5,καὶ,καί,c--------,COORD
5,Leuven|0093-009|60|6,6,οἰκείοις,οἰκεῖος,a-p---md-,OBJ_CO
6,Leuven|0093-009|60|7,7,ἀπιστεῖν,ἀπιστέω,v--pna---,OBJ_CO
8,Leuven|0093-009|60|9,9,πρὸς,πρός,r--------,AuxP
9,Leuven|0093-009|60|10,10,δὲ,δέ,d--------,COORD
10,Leuven|0093-009|60|11,11,τοὺς,ὁ,l-p---ma-,ATR
11,Leuven|0093-009|60|12,12,αὑτοῦ,ἑαυτοῦ,p-s---mg-,ATR
12,Leuven|0093-009|60|13,13,οἰκέτας,οἰκέτης,n-p---ma-,OBJ
13,Leuven|0093-009|60|14,14,ἀνακοινοῦσθαι,ἀνακοινόω,v--pne---,OBJ_CO
14,Leuven|0093-009|60|15,15,περὶ,περί,r--------,AuxP
15,Leuven|0093-009|60|16,16,τῶν,ὁ,l-p---ng-,ATR
16,Leuven|0093-009|60|17,17,μεγίστων,μέγας,a-p---ngs,ADV
17,Leuven|0093-009|60|18,18,·,·,u--------,AuxK
