,@id,@form,@lemma,@postag,@relation
0,1,ὁ,ὁ,l-s---mn-,SBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,αὐτὸν,αὐτός,p-s---ma-,OBJ
3,4,πάλιν,πάλιν,d--------,ADV
4,5,ἐξέπεμψεν,ἐκπέμπω,v3saia---,PRED
5,6,εἰπὼν,εἶπον,v-sapamn-,ADV
6,7,τοῖς,ὁ,l-p---md-,ATR
7,8,ἐνοῦσι,ἐν-εἰμί,v-pppamd-,OBJ
8,9,σιωπῇ,σιωπή,n-s---fd-,ADV
9,10,ἐκπλεῖν,ἐκπλέω,v--pna---,OBJ_CO
10,11,καὶ,καί,c--------,COORD
11,12,μηδενὶ,μηδείς,p-s---md-,OBJ
12,13,διαλέγεσθαι,διαλέγω,v--pne---,OBJ_CO
13,14,",",punc1,u--------,AuxX
14,15,παραχρῆμα,παραχρῆμα,d--------,ADV
15,16,δὲ,δέ,c--------,COORD
16,17,αὖθις,αὖθις,d--------,ADV
17,18,πλεῖν,πλέω,v--pna---,OBJ_CO
18,19,εἰς,εἰς,r--------,AuxP
19,20,τὸ,ὁ,l-s---na-,ATR
20,21,ἑαυτῶν,ἑαυτοῦ,p-p---mg-,ATR
21,22,στρατόπεδον,στρατόπεδον,n-s---na-,OBJ
22,23,ἐστεφανωμένους,στεφανόω,v-prpema-,ADV_CO
23,24,καὶ,καί,c--------,COORD
24,25,βοῶντας,βοάω,v-pppama-,ADV_CO
25,26,ὅτι,ὅτι2,c--------,AuxC
26,27,Καλλικρατίδας,Καλλικρατίδας,n-s---mn-,SBJ
27,28,νενίκηκε,νικάω,v3sria---,OBJ_CO
28,29,ναυμαχῶν,ναυμαχέω,v-sppamn-,ADV
29,30,καὶ,καί,c--------,COORD
30,31,ὅτι,ὅτι2,c--------,AuxC
31,32,αἱ,ὁ,l-p---fn-,ATR
32,33,τῶν,ὁ,l-p---mg-,ATR
33,34,Ἀθηναίων,Ἀθήναιος,n-p---mg-,ATR
34,35,νῆες,ναῦς,n-p---fn-,SBJ
35,36,ἀπολώλασιν,ἀπόλλυμι,v3pria---,OBJ_CO
36,37,ἅπασαι,ἅπας,a-p---fn-,ATR
37,38,.,punc1,u--------,AuxK
