,@id,@form,@lemma,@postag,@relation
0,1,ἢ,ἤ1,d--------,AuxY
1,2,μὴ,μή,c--------,AuxC
2,3,οὐχ,οὐ,d--------,AuxZ
3,4,ὑμεῖς,σύ,p2p---mn-,SBJ
4,5,ὃν,ὅς,p-s---ma-,OBJ
5,6,ἂν,ἄν1,d--------,AuxY
6,7,βούλησθε,βούλομαι,v2ppse---,OBJ
7,8,ἀποκτείνητε,ἀποκτείνω,v2ppsa---,OBJ_CO
8,9,καὶ,καί,c--------,COORD
9,10,ἐλευθερώσητε,ἐλευθερόω,v2pasa---,OBJ_CO
10,11,",",punc1,u--------,AuxX
11,12,ἂν,ἐάν,c--------,AuxC
12,13,κατὰ,κατά,r--------,AuxP
13,14,τὸν,ὁ,l-s---ma-,ATR
14,15,νόμον,νόμος,n-s---ma-,ADV
15,16,κρίνητε,κρίνω,v2ppsa---,ADV
16,17,",",punc1,u--------,AuxX
17,18,ἀλλʼ,ἀλλά,c--------,COORD
18,19,οὐκ,οὐ,d--------,AuxZ
19,20,ἂν,ἐάν,c--------,AuxC
20,21,παρὰ,παρά,r--------,AuxP
21,22,τὸν,ὁ,l-s---ma-,ATR
22,23,νόμον,νόμος,n-s---ma-,ADV
23,24,",",punc1,u--------,AuxX
24,25,ὥσπερ,ὥσπερ,c--------,AuxC
25,26,Καλλίξενος,Καλλίξενος,n-s---mn-,SBJ
26,27,τὴν,ὁ,l-s---fa-,ATR
27,28,βουλὴν,βουλή,n-s---fa-,OBJ
28,29,ἔπεισεν,πείθω,v3saia---,ADV
29,30,εἰς,εἰς,r--------,AuxP
30,31,τὸν,ὁ,l-s---ma-,ATR
31,32,δῆμον,δῆμος,n-s---ma-,OBJ
32,33,εἰσενεγκεῖν,εἰσφέρω,v--ana---,OBJ
33,34,μιᾷ,εἷς,a-s---fd-,ATR
34,35,ψήφῳ,ψῆφος,n-s---fd-,ADV
35,36,;,punc1,u--------,AuxK
37,38,κρίνητε,κρίνω,v2ppsa---,ADV
