@id;@form;@lemma;@postag;@relation
1;ἐκ;ἐκ;r--------;AuxP
2;τούτου;οὗτος;p-s---ng-;ADV
3;πύλαι;πύλη;n-p---fn-;SBJ
4;μὲν;μέν;d--------;AuxY
5;ἀνεῳγμέναι;ἀνοίγνυμι;v-prpefn-;ATR
6;ἦσαν;εἰμί;v3piia---;PRED_CO
7;τῶν;ὁ;l-p---ng-;ATR
8;τειχῶν;τεῖχος;n-p---ng-;ATR
9;,;punc;u--------;AuxX
10;μεσταὶ;μεστός;a-p---fn-;PNOM
11;δὲ;δέ;d--------;AuxY
12;αἱ;ὁ;l-p---fn-;ATR
13;ὁδοὶ;ὁδός;n-p---fn-;SBJ
14;πορευομένων;πορεύω;v-pppemg-;ADV
15;παρ’;παρά;r--------;AuxP
16;ἀλλήλους;ἀλλήλων;p-p---ma-;ADV
17;,;punc;u--------;AuxX
18;μεστοὶ;μεστός;a-p---mn-;PNOM
19;δὲ;δέ;c--------;COORD
20;οἱ;ὁ;l-p---mn-;ATR
21;χῶροι;χῶρος;n-p---mn-;SBJ
22;ἐργαζομένων;ἐργάζομαι;v-pppemg-;ADV
23;·;punc;u--------;AuxK
24;ἦσαν;εἰμί;v3piia---;PRED_CO
25;ἦσαν;εἰμί;v3piia---;PRED_CO
