,@id,@form,@lemma,@postag,@relation
0,1,μετὰ,μετά,r--------,AuxP
1,2,τὴν,ὁ,l-s---fa-,ATR
2,3,ἐπʼ,ἐπί,r--------,AuxP
3,4,Ἀλλίᾳ,Ἀλλία,n-s---fd-,ATR
4,5,ποταμῷ,ποταμός,n-s---md-,ATR
5,6,Ῥωμαίων,Ῥωμαῖος,n-p---mg-,ATR
6,7,μεγάλην,μέγας,a-s---fa-,ATR
7,8,ἧτταν,ἧσσα,n-s---fa-,ADV
8,9,οἱ,ὁ,l-p---mn-,SBJ
9,10,μὲν,μέν,d--------,AuxZ
10,11,εἰς,εἰς,r--------,AuxP
11,12,Ῥώμην,Ῥώμη,n-s---fa-,ADV
12,13,κατάραντες,καταίρω,v-papamn-,ADV_CO
13,14,ἀπὸ,ἀπό,r--------,AuxP
14,15,τῆς,ὁ,l-s---fg-,ATR
15,16,φυγῆς,φυγή,n-s---fg-,ADV
16,17,καὶ,καί,c--------,Aux
17,18,ταραχῆς,ταραχή,n-s---fg-,OBJ
18,19,συναναπλήσαντες,"σύν,ἀνά,ἀπό-λανθάνω",v-papamn-,ADV_CO
19,20,τὸν,ὁ,l-s---ma-,ATR
20,21,δῆμον,δῆμος,n-s---ma-,OBJ
21,22,ἐξεπτόησαν,ἐκπτοέω,v3paia---,PRED_CO
22,23,καὶ,καί,c--------,Aux
23,24,διεσκέδασαν,διασκεδάννυμι,v3paia---,PRED_CO
24,25,",",punc1,u--------,AuxX
25,26,ὀλίγων,ὀλίγος,a-p---mg-,SBJ
26,27,εἰς,εἰς,r--------,AuxP
27,28,τὸ,ὁ,l-s---na-,ATR
28,29,Καπετώλιον,Καπετώλιον,n-s---na-,OBJ
29,30,ἀνασκευασαμένων,ἀνασκευάζω,v-papmmg-,ADV_CO
30,31,καὶ,καί,c--------,Aux
31,32,διακαρτερούντων,διακαρτερέω,v-pppamg-,ADV_CO
32,33,.,punc1,u--------,AuxK
