,@id,@form,@lemma,@postag,@relation
0,1,τίς,τις,p-s---cn-,SBJ
1,2,οὖν,οὖν,d--------,AuxY
2,3,οὐχὶ,οὐ,d--------,AuxZ
3,4,λέξει,λέγω3,v3sfia---,PRED
4,5,",",punc1,u--------,AuxX
5,6,τῇ,ὁ,l-s---fd-,ATR
6,7,ἑτέρᾳ,ἕτερος,a-s---fd-,OBJ
7,8,τῆς,ὁ,l-s---fg-,ATR
8,9,Ῥώμης,Ῥώμη,n-s---fg-,SBJ
9,10,προστεθείσης,προστίθημι,v-sappfg-,ADV
10,11,",",punc1,u--------,AuxX
11,12,ἢ,ἤ1,d--------,AuxY
12,13,λυσιτελέστατον,λυσιτελής,a-s---nas,PNOM
13,14,ἀρετήν,ἀρετή,n-s---fa-,SBJ
14,15,",",punc1,u--------,AuxX
15,16,εἰ,εἰ,c--------,AuxC
16,17,τηλικαῦτα,τηλικοῦτος,a-p---na-,ATR
17,18,τοὺς,ὁ,l-p---ma-,ATR
18,19,ἀγαθοὺς,ἀγαθός,a-p---ma-,OBJ
19,20,δέδρακεν,δράω,v3sria---,ADV
20,21,ἀγαθά,ἀγαθός,a-p---na-,OBJ
21,22,",",punc1,u--------,AuxX
22,23,ἢ,ἤ1,c--------,COORD
23,24,βεβαιότατον,βέβαιος,a-s---nas,PNOM
24,25,Εὐτυχίαν,εὐτυχία,n-s---fa-,SBJ
25,26,",",punc1,u--------,AuxX
26,27,χρόνον,χρόνος,n-s---ma-,ADV
27,28,ἤδη,ἤδη,d--------,ADV
28,29,τοσοῦτον,τοσοῦτος,a-s---ma-,ATR
29,30,ἃ,ὅς,p-p---na-,OBJ
30,31,δέδωκε,δίδωμι,v3sria---,OBJ
31,32,τηροῦσαν,τηρέω,v-sppafa-,ADV
32,33,;,punc1,u--------,AuxK
33,34,εἶναι,εἰμί,v--pna---,OBJ_CO
34,35,εἶναι,εἰμί,v--pna---,OBJ_CO
