@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,Κρῆτες,Κρής,n-p---mn-
3,δ᾽,δέ,d--------
4,ἐν,ἐν,r--------
5,ταῖς,ὁ,l-p---fd-
6,παρατάξεσι,παράταξις,n-p---fd-
7,τοὺς,ὁ,l-p---ma-
8,καλλίστους,καλός,a-p---ma-
9,τῶν,ὁ,l-p---mg-
10,πολιτῶν,πολίτης,n-p---mg-
11,κοσμήσαντες,κοσμέω,v-papamn-
12,διὰ,διά,r--------
13,τούτων,οὗτος,p-p---ng-
14,θύουσι,θύω1,v3ppia---
15,τῷ,ὁ,l-s---md-
16,Ἔρωτι,ἔρως,n-s----d-
17,",",punc1,u--------
18,ὡς,ὡς,c--------
19,Σωσικράτης,Σωσικράτης,n-s---mn-
20,ἱστορεῖ,ἱστορέω,v3spia---
21,.,punc1,u--------
