,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0062-020|82|1,1,καὶ,καί,c--------,AuxY
1,Leuven|0062-020|82|2,2,οὐ,οὐ,d--------,AuxZ
2,Leuven|0062-020|82|3,3,δήπου,δήπου,d--------,AuxZ
3,Leuven|0062-020|82|4,4,διὰ,διά,r--------,AuxP
4,Leuven|0062-020|82|5,5,τοῦτο,οὗτος,p-s---na-,ADV
5,Leuven|0062-020|82|6,6,αἰτιάσαιτ’,αἰτιάομαι,v3saom---,PRED
6,Leuven|0062-020|82|7,7,ἄν,ἄν,d--------,AuxY
7,Leuven|0062-020|82|8,8,τις,τις,p-s---cn-,SBJ
8,Leuven|0062-020|82|9,9,τὸν,ὁ,l-s---ma-,ATR
9,Leuven|0062-020|82|10,10,οὐρανὸν,οὐρανός,n-s---ma-,OBJ_CO
10,Leuven|0062-020|82|11,11,καὶ,καί,c--------,COORD
11,Leuven|0062-020|82|12,12,τὴν,ὁ,l-s---fa-,ATR
12,Leuven|0062-020|82|13,13,γῆν,γῆ,n-s---fa-,OBJ_CO
14,Leuven|0062-020|82|15,15,ὅτι,ὅτι,c--------,AuxC
15,Leuven|0062-020|82|16,16,ἡμᾶς,ἐγώ,p1p---ca-,OBJ
16,Leuven|0062-020|82|17,17,συνεστήσαντο,συνίστημι,v3paim---,ADV
