@id,@form,@lemma,@postag
1,ἔκ,ἐκ,r--------
2,τε,τε,d--------
3,γὰρ,γάρ,d--------
4,αὐτοῦ,αὐτός,a-s---ng_
5,τοῦ,ὁ,l-s---ng-
6,ἔργου,ἔργον,n-s---ng-
7,φανερὸς,φανερός,a-s---mn-
8,γενόμενος,γίγνομαι,v-sapmmn-
9,ἀπωλλύμην,ἀπόλλυμι,v1siie---
10,",",punc1,u--------
11,λαθών,λανθάνω,v-sapamn-
12,τε,τε,c--------
13,σαφῶς,σαφής,d-------p
14,ᾔδη,οἶδα,v1slia---
15,τήνδε,ὅδε,a-s---fa_
16,τὴν,ὁ,l-s---fa-
17,ὑποψίαν,ὑποψία,n-s---fa-
18,εἰς,εἰς,r--------
19,ἐμὲ,ἐγώ,p1s---ma-
20,ἰοῦσαν,εἶμι,v-sppafa-
21,.,punc1,u--------
