@id,@form,@lemma,@postag
1,μετὰ,μετά,r--------
2,δὲ,δέ,d--------
3,τοῦτο,οὗτος,p-s---na-
4,τῷ,ὁ,l-s---md-
5,Ἐνυαλίῳ,Ἐνυάλιος,n-s---md-
6,τε,τε,d--------
7,ἅμα,ἅμα,d--------
8,ἐπηλάλαξαν,ἐπαλαλάζω,v3paia---
9,καὶ,καί,c--------
10,ἐξανίσταται,ἐξανίστημι,v3spie---
11,ὁ,ὁ,l-s---mn-
12,Κῦρος,Κῦρος,n-s---mn-
13,",",",",u--------
14,καὶ,καί,c--------
15,εὐθὺς,εὐθύς,d--------
16,μὲν,μέν,d--------
17,μετὰ,μετά,r--------
18,τῶν,ὁ,l-p---mg-
19,ἱππέων,ἱππεύς,n-p---mg-
20,λαβὼν,λαμβάνω,v-sapamn-
21,πλαγίους,πλάγιος,a-p---ma-
22,τοὺς,ὁ,l-p---ma-
23,πολεμίους,πολέμιος,n-p---ma-
24,ὁμόσε,ὁμόσε,d--------
25,αὐτοῖς,αὐτός,p-p---md-
26,τὴν,ὁ,l-s---fa-
27,ταχίστην,ταχύς,a-s---fas
28,συνεμίγνυεν,συμμείγνυμι,v3siia---
29,·,·,u--------
