@id,@form,@lemma,@postag
1,ἀλλ’,ἀλλά,d-------_
2,ἕως,ἕως,c--------
3,ἔτι,ἔτι,d--------
4,σοι,σοι,p-s---md-
5,σχολή,σχολή,n-s---fn-
6,",",",",u--------
7,ὦ,ὦ,i--------
8,Ἀβραδάτα,Ἀβραδάτας,n-s---mv-
9,",",",",u--------
10,πάντως,πάντως,d--------
11,παρελάσας,παρελαύνω,v-sapamn-
12,παρὰ,παρά,r--------
13,τὰ,ὁ,l-p---na-
14,σαυτοῦ,σεαυτοῦ,p-s---mg-
15,ἅρματα,ἅρμα,n-p---na-
16,παρακάλει,παρακαλέω,v2spma---
17,τοὺς,ὁ,l-p---ma-
18,σὺν,σύν,r--------
19,σοὶ,σύ,p-s---md-
20,εἰς,εἰς,r--------
21,τὴν,ὁ,l-s---fa-
22,ἐμβολήν,ἐμβολή,n-s---fa-
23,",",",",u--------
24,τῷ,ὁ,l-s---nd-
25,μὲν,μέν,d--------
26,προσώπῳ,πρόσωπον,n-s---nd-
27,παραθαρρύνων,παραθαρσύνω,v-sppamn-
28,",",",",u--------
29,ταῖς,ὁ,l-p---fd-
30,δ’,δέ,c--------
31,ἐλπίσιν,ἐλπίς,n-p---fd-
32,ἐπικουφίζων,ἐπικουφίζω,v-sppamn-
33,.,.,u--------
34,ἐστιν,εἰμί,v3spia---
