@ref,@id,@form,@lemma,@postag,@relation
Leuven|0062-014|13|1,1,καὶ,καί,d--------,AuxY
Leuven|0062-014|13|2,2,ὑμῖν,σύ,p2p---cd-,OBJ
Leuven|0062-014|13|3,3,μέν,μέν,d--------,AuxY
Leuven|0062-014|13|4,4,",",",",u--------,AuxX
Leuven|0062-014|13|5,5,ὦ,ὦ,i--------,AuxZ
Leuven|0062-014|13|6,6,δικασταί,δικαστής,n-p---mv-,ExD
Leuven|0062-014|13|7,7,",",",",u--------,AuxX
Leuven|0062-014|13|8,8,τὴν,ὁ,l-s---fa-,ATR
Leuven|0062-014|13|9,9,μείζω,μέγας,a-s---fac,ATR
Leuven|0062-014|13|10,10,δεδώκασι,δίδωμι,v3pria---,PRED_CO
Leuven|0062-014|13|11,11,τιμήν,τιμή,n-s---fa-,OBJ
Leuven|0062-014|13|12,12,",",",",u--------,AuxX
Leuven|0062-014|13|13,13,ὅτι,ὅτι,c--------,AuxC
Leuven|0062-014|13|14,14,καθ’,κατά,r--------,AuxP
Leuven|0062-014|13|15,15,αὑτὰ,ἑαυτοῦ,p-p---na-,ADV
Leuven|0062-014|13|16,16,δύνασθε,δύναμαι,v2ppie---,ADV
Leuven|0062-014|13|17,17,φθέγγεσθαι,φθέγγομαι,v--pne---,OBJ
Leuven|0062-014|13|18,18,",",",",u--------,AuxX
Leuven|0062-014|13|19,19,ἡμιφώνοις,ἡμίφωνος,a-p---nd-,OBJ
Leuven|0062-014|13|20,20,δὲ,δέ,b--------,COORD
Leuven|0062-014|13|21,21,τὴν,ὁ,l-s---fa-,ATR
Leuven|0062-014|13|22,22,ἐφεξῆς,ἐφεξῆς,d--------,ATR
Leuven|0062-014|13|23,23,",",",",u--------,AuxX
Leuven|0062-014|13|24,24,ὅτι,ὅτι,c--------,AuxC
Leuven|0062-014|13|25,25,προσθήκης,προσθήκη,n-s---fg-,OBJ
Leuven|0062-014|13|26,26,εἰς,εἰς,r--------,AuxP
Leuven|0062-014|13|27,27,τὸ,ὁ,l-s---na-,ATR
Leuven|0062-014|13|28,28,ἀκουσθῆναι,ἀκούω,v--anp---,ADV
Leuven|0062-014|13|29,29,δεῖται,δέω,v3spie---,ADV
Leuven|0062-014|13|30,30,·,·,u--------,AuxK
Leuven|0062-014|13|31,31,[0],,,PRED_CO
Leuven|0062-014|13|32,32,[1],,,OBJ
