,@id,@form,@lemma,@postag,@relation
0,1,ὡς,ὡς,c--------,AuxC
1,2,δ᾽,δέ,d--------,AuxY
2,3,ἐξαγαγὼν,ἐξάγω,v-sapamn-,ADV
3,4,πρὸ,πρό,r--------,AuxP
4,5,τῆς,ὁ,l-s---fg-,ATR
5,6,πόλεως,πόλις,n-s---fg-,ADV
6,7,τὴν,ὁ,l-s---fa-,ATR
7,8,δύναμιν,δύναμις,n-s---fa-,OBJ
8,9,ἐν,εἰς,r--------,AuxP
9,10,κόσμῳ,κόσμος,n-s---md-,ADV
10,11,παρενέβαλε,παρεμβάλλω,v3saia---,ADV_CO
11,12,καί,καί,c--------,COORD
12,13,τι,τις,p-s---na-,OBJ
13,14,καὶ,καί,d--------,AuxY
14,15,κινεῖν,κινέω,v--pna---,OBJ_CO
15,16,τῶν,ὁ,l-p---ng-,ATR
16,17,μερῶν,μέρος,n-p---ng-,ATR
17,18,ἐν,εἰς,r--------,AuxP
18,19,τάξει,τάξις,n-s---fd-,ADV
19,20,καὶ,καί,c--------,COORD
20,21,παραγγέλλειν,παραγγέλλω,v--pna---,OBJ_CO
21,22,κατὰ,κατά,r--------,AuxP
22,23,νόμους,νόμος,n-p---ma-,ADV
23,24,ἤρξατο,ἄρχω,v3saim---,ADV_CO
24,25,",",punc1,u--------,AuxX
25,26,τηλικαύτην,τηλικοῦτος,p-s---fa-,ATR
26,27,ἐποίει,ποιέω,v3siia---,PRED
27,28,διαφορὰν,διαφορά,n-s---fa-,OBJ
28,29,παρὰ,παρά,r--------,AuxP
29,30,τὴν,ὁ,l-s---fa-,ATR
30,31,τῶν,ὁ,l-p---mg-,ATR
31,32,πρότερον,πρότερος,a-s---na-,ATR
32,33,στρατηγῶν,στρατηγός,n-p---mg-,ATR
33,34,ἀπειρίαν,ἀπειρία,n-s---fa-,ADV
34,35,ὥστε,ὥστε,c--------,AuxC
35,36,μετὰ,μετά,r--------,AuxP
36,37,κραυγῆς,κραυγή,n-s---fg-,ADV
37,38,ἐπισημαίνεσθαι,ἐπισημαίνω,v--pne---,ADV_CO
38,39,τοὺς,ὁ,l-p---ma-,ATR
39,40,πολλοὺς,πολύς,a-p---ma-,SBJ
40,41,καὶ,καί,c--------,COORD
41,42,σπεύδειν,σπεύδω,v--pna---,ADV_CO
42,43,ὡς,ὡς,d--------,AuxZ
43,44,τάχιστα,ταχύς,a-p---na-,ADV
44,45,συμβαλεῖν,συμβάλλω,v--ana---,OBJ
45,46,τοῖς,ὁ,l-p---md-,ATR
46,47,πολεμίοις,πολέμιος,n-p---md-,OBJ
47,48,",",punc1,u--------,AuxX
48,49,πεπεισμένους,πείθω,v-prpema-,ADV
49,50,μηδὲν,μηδείς,p-s---na-,OBJ
50,51,ἂν,ἐάν,d--------,AuxY
51,52,παθεῖν,πάσχω,v--ana---,OBJ
52,53,δεινὸν,δεινός,a-s---na-,ATR
53,54,ἡγουμένου,ἡγέομαι,v-sppmmg-,ADV
54,55,Ξανθίππου,Ξάνθιππος,n-s---mg-,SBJ
55,56,.,punc1,u--------,AuxK
