,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0059-00x|61|1,1,ὅτε,ὅτε,c--------,AuxC
1,Leuven|0059-00x|61|2,2,δὴ,δή,d--------,AuxY
2,Leuven|0059-00x|61|3,3,ἐνταῦθα,ἐνταῦθα,d--------,ADV
3,Leuven|0059-00x|61|4,4,ἦμεν,εἰμί,v1piia---,ADV
4,Leuven|0059-00x|61|5,5,τοῦ,ὁ,l-s---mg-,ATR
5,Leuven|0059-00x|61|6,6,λόγου,λόγος,n-s---mg-,OBJ
6,Leuven|0059-00x|61|7,7,ἀποροῦντες,ἀπορέω,v-pppamn-,ADV
8,Leuven|0059-00x|61|9,9,οἱ,ὁ,l-p---mn-,ATR
9,Leuven|0059-00x|61|10,10,παρόντες,πάρειμι,v-pppamn-,SBJ
10,Leuven|0059-00x|61|11,11,ἱκανοὶ,ἱκανός,a-p---mn-,PNOM
11,Leuven|0059-00x|61|12,12,ἦσαν,εἰμί,v3piia---,PRED
12,Leuven|0059-00x|61|13,13,ἐπιπλήττειν,ἐπιπλήσσω,v--pna---,ADV_CO
13,Leuven|0059-00x|61|14,14,τε,τε,c--------,AuxY
14,Leuven|0059-00x|61|15,15,αὐτῷ,αὐτός,p-s---md-,ADV
15,Leuven|0059-00x|61|16,16,καὶ,καί,c--------,COORD
16,Leuven|0059-00x|61|17,17,λέγειν,λέγω,v--pna---,ADV_CO
17,Leuven|0059-00x|61|18,18,ὅτι,ὅτι,c--------,AuxC
18,Leuven|0059-00x|61|19,19,περιδεδράμηκεν,περιτρέχω,v3sria---,OBJ_CO
19,Leuven|0059-00x|61|20,20,εἰς,εἰς,r--------,AuxP
20,Leuven|0059-00x|61|21,21,τ-,ὁ,l-s---ma-,ATR
21,"Leuven|0059-00x|61|21,1",22,αὐτὸν,αὐτός,p-s---ma-,OBJ
22,Leuven|0059-00x|61|22,23,ὁ,ὁ,l-s---mn-,ATR
23,Leuven|0059-00x|61|23,24,λόγος,λόγος,n-s---mn-,SBJ_CO
24,Leuven|0059-00x|61|24,25,τοῖς,ὁ,l-p---md-,ATR
25,Leuven|0059-00x|61|25,26,πρώτοις,πρῶτος,a-p---md-,ADV
27,Leuven|0059-00x|61|27,28,καὶ,καί,c--------,COORD
28,Leuven|0059-00x|61|28,29,ἔλεγον,λέγω,v3piia---,OBJ_CO
29,Leuven|0059-00x|61|29,30,ὅτι,ὅτι,c--------,AuxC
30,Leuven|0059-00x|61|30,31,καὶ,καί,c--------,AuxY
31,Leuven|0059-00x|61|31,32,ἡ,ὁ,l-s---fn-,ATR
32,Leuven|0059-00x|61|32,33,ἰατρικὴ,ἰατρικός,a-s---fn-,SBJ_CO
33,Leuven|0059-00x|61|33,34,ὁμόνοιά,ὁμόνοια,n-s---fn-,PNOM
34,Leuven|0059-00x|61|34,35,τίς,τις,p-s---cn-,ATR
35,Leuven|0059-00x|61|35,36,ἐστι,εἰμί,v3spia---,OBJ_CO
36,Leuven|0059-00x|61|36,37,καὶ,καί,c--------,COORD
37,Leuven|0059-00x|61|37,38,ἅπασαι,ἅπας,a-p---fn-,ATR
38,Leuven|0059-00x|61|38,39,αἱ,ὁ,l-p---fn-,ATR
39,Leuven|0059-00x|61|39,40,τέχναι,τέχνη,n-p---fn-,SBJ_CO
41,Leuven|0059-00x|61|41,42,καὶ,καί,c--------,COORD
42,Leuven|0059-00x|61|42,43,περὶ,περί,r--------,AuxP
43,Leuven|0059-00x|61|43,44,ὅτου,ὅστις,p-s---ng-,ADV
44,Leuven|0059-00x|61|44,45,εἰσὶν,εἰμί,v3ppia---,OBJ
45,Leuven|0059-00x|61|45,46,ἔχουσι,ἔχω,v3ppia---,OBJ_CO
46,Leuven|0059-00x|61|46,47,λέγειν,λέγω,v--pna---,OBJ
47,Leuven|0059-00x|61|47,48,·,·,u--------,AuxK
