,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0059-00x|43|1,1,ταύτης,οὗτος,p-s---fg-,ATR
1,Leuven|0059-00x|43|2,2,δ’,δέ,d--------,AuxY
2,Leuven|0059-00x|43|3,3,ἐστὶν,εἰμί,v3spia---,PRED
3,Leuven|0059-00x|43|4,4,διττὰ,δισσός,a-p---nn-,PNOM
4,Leuven|0059-00x|43|5,5,τὰ,ὁ,l-p---nn-,ATR
5,Leuven|0059-00x|43|6,6,ἀποτελούμενα,ἀποτελέω,v-pppenn-,SBJ
7,Leuven|0059-00x|43|8,8,τὸ,ὁ,l-s---nn-,ATR
8,Leuven|0059-00x|43|9,9,μὲν,μέν,d--------,AuxY
9,Leuven|0059-00x|43|10,10,ἰατροὺς,ἰατρός,n-p---ma-,SBJ
10,Leuven|0059-00x|43|11,11,ἀεὶ,ἀεί,d--------,ADV
11,Leuven|0059-00x|43|12,12,πρὸς,πρός,r--------,AuxP
12,Leuven|0059-00x|43|13,13,τοῖς,ὁ,l-p---md-,ATR
13,Leuven|0059-00x|43|14,14,οὖσιν,εἰμί,v-pppamd-,ADV
14,Leuven|0059-00x|43|15,15,ἑτέρους,ἕτερος,a-p---ma-,OBJ
15,Leuven|0059-00x|43|16,16,ἐξεργάζεσθαι,ἐξεργάζομαι,v--pne---,APOS_CO
17,Leuven|0059-00x|43|18,18,τὸ,ὁ,l-s---nn-,ATR
18,Leuven|0059-00x|43|19,19,δὲ,δέ,d--------,COORD
19,Leuven|0059-00x|43|20,20,ὑγίειαν,ὑγίεια,n-s---fa-,OBJ
20,Leuven|0059-00x|43|21,21,·,·,u--------,AuxK
