,@id,@form,@lemma,@postag,@relation
0,1,μέγα,μέγας,a-s---na-,ADV
1,2,δὲ,δέ,d--------,AuxY
2,3,καὶ,καί,d--------,AuxZ
3,4,εἰς,εἰς,r--------,AuxP
4,5,τοῦτο,οὗτος,p-s---na-,OBJ
5,6,συμβάλλεται,συμβάλλω,v3spie---,PRED
6,7,ὅτι,ὅτι2,c--------,AuxC
7,8,ὁρῶσι,ὁράω,v3ppia---,SBJ
8,9,τοὺς,ὁ,l-p---ma-,ATR
9,10,πρεσβυτέρους,πρέσβυς,a-p---mac,SBJ
10,11,πειθομένους,πείθω,v-pppema-,OBJ
11,12,τοῖς,ὁ,l-p---md-,ATR
12,13,ἄρχουσιν,ἄρχω,v-pppamd-,OBJ
13,14,ἰσχυρῶς,ἰσχυρός,d--------,ADV
14,15,.,punc1,u--------,AuxK
