@ref,@id,@form,@lemma,@postag
Leuven|Genesis_deel2|308|1,1,ἐγένετο,γίγνομαι,v3saim---
Leuven|Genesis_deel2|308|2,2,δέ,δέ,d--------
Leuven|Genesis_deel2|308|3,3,ἡνίκα,ἡνίκα,c--------
Leuven|Genesis_deel2|308|4,4,ἐπαύσαντο,παύω,v3paim---
Leuven|Genesis_deel2|308|5,5,πᾶσαι,πᾶς,a-p---fn-
Leuven|Genesis_deel2|308|6,6,αἱ,ὁ,l-p---fn-
Leuven|Genesis_deel2|308|7,7,κάμηλοι,κάμηλος,n-p---fn-
Leuven|Genesis_deel2|308|8,8,πίνουσαι,πίνω,v-pppafn-
Leuven|Genesis_deel2|308|9,9,",",",",u--------
Leuven|Genesis_deel2|308|10,10,ἔλαβεν,λαμβάνω,v3saia---
Leuven|Genesis_deel2|308|11,11,ὁ,ὁ,l-s---mn-
Leuven|Genesis_deel2|308|12,12,ἄνθρωπος,ἄνθρωπος,n-s---mn-
Leuven|Genesis_deel2|308|13,13,ἐνώτια,ἐνώτιον,n-p---na-
Leuven|Genesis_deel2|308|14,14,χρυσᾶ,χρύσεος,a-p---na-
Leuven|Genesis_deel2|308|15,15,ἀνά,ἀνά,r--------
Leuven|Genesis_deel2|308|16,16,δραχμήν,δραχμή,n-s---fa-
Leuven|Genesis_deel2|308|17,17,ὁλκῆς,ὁλκή,n-s---fg-
Leuven|Genesis_deel2|308|18,18,καί,καί,b--------
Leuven|Genesis_deel2|308|19,19,δύο,δύο,m--------
Leuven|Genesis_deel2|308|20,20,ψέλια,ψέλιον,n-p---na-
Leuven|Genesis_deel2|308|21,21,ἐπί,ἐπί,r--------
Leuven|Genesis_deel2|308|22,22,τάς,ὁ,l-p---fa-
Leuven|Genesis_deel2|308|23,23,χεῖρας,χείρ,n-p---fa-
Leuven|Genesis_deel2|308|24,24,αὐτῆς,αὐτός,p-s---fg-
Leuven|Genesis_deel2|308|25,25,",",",",u--------
Leuven|Genesis_deel2|308|26,26,δέκα,δέκα,m--------
Leuven|Genesis_deel2|308|27,27,χρυσῶν,χρύσεος,a-p---mg-
Leuven|Genesis_deel2|308|28,28,ὁλκή,ὁλκή,n-s---fn-
Leuven|Genesis_deel2|308|29,29,αὐτῶν,αὐτός,p-p---mg-
Leuven|Genesis_deel2|308|30,30,.,.,u--------
Leuven|Genesis_deel2|308|31,31,[0],,
